window_index,attack_label,attack_type,original_score,k,ig_masked_score,ig_score_drop,random_masked_score_mean,random_score_drop_mean,delta_drop,ig_topk_features,ig_target
15323,1,DDoS,0.4943283796310425,5,0.5380414724349976,-0.04371309280395508,0.5169655382633209,-0.022637158632278442,-0.021075934171676636,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance,fused_tad_score
15323,1,DDoS,0.4943283796310425,10,0.41582995653152466,0.07849842309951782,0.47964271903038025,0.014685660600662231,0.06381276249885559,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Average Packet Size;Avg Bwd Segment Size;URG Flag Count;Packet Length Std,fused_tad_score
15323,1,DDoS,0.4943283796310425,20,0.4151730239391327,0.07915535569190979,0.5460696220397949,-0.05174124240875244,0.13089659810066223,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Average Packet Size;Avg Bwd Segment Size;URG Flag Count;Packet Length Std;SYN Flag Count;Idle Min;Bwd IAT Total;Fwd IAT Total;Destination Port;Packet Length Mean;Bwd Packet Length Max;Flow Duration;Fwd IAT Max;Flow IAT Mean,fused_tad_score
15377,1,DDoS,0.4386763274669647,5,0.44724041223526,-0.008564084768295288,0.4399256527423859,-0.0012493252754211537,-0.007314759492874134,ACK Flag Count;PSH Flag Count;Bwd IAT Total;Flow Duration;SYN Flag Count,fused_tad_score
15377,1,DDoS,0.4386763274669647,10,0.431976318359375,0.006700009107589722,0.4480112373828888,-0.009334909915924061,0.016034919023513783,ACK Flag Count;PSH Flag Count;Bwd IAT Total;Flow Duration;SYN Flag Count;Idle Min;Fwd IAT Total;Avg Bwd Segment Size;URG Flag Count;Bwd Packet Length Std,fused_tad_score
15377,1,DDoS,0.4386763274669647,20,0.42104998230934143,0.01762634515762329,0.45072696805000306,-0.012050640583038341,0.029676985740661632,ACK Flag Count;PSH Flag Count;Bwd IAT Total;Flow Duration;SYN Flag Count;Idle Min;Fwd IAT Total;Avg Bwd Segment Size;URG Flag Count;Bwd Packet Length Std;Destination Port;Init_Win_bytes_forward;Bwd Packet Length Mean;Max Packet Length;Bwd IAT Max;FIN Flag Count;Packet Length Std;Fwd PSH Flags;Average Packet Size;Fwd IAT Mean,fused_tad_score
15412,1,DDoS,0.4762577414512634,5,0.4601662755012512,0.016091465950012207,0.4683754801750183,0.00788226127624514,0.008209204673767068,ACK Flag Count;PSH Flag Count;Bwd IAT Total;Idle Min;Bwd Packet Length Std,fused_tad_score
15412,1,DDoS,0.4762577414512634,10,0.4563044309616089,0.01995331048965454,0.46858248114585876,0.007675260305404663,0.012278050184249878,ACK Flag Count;PSH Flag Count;Bwd IAT Total;Idle Min;Bwd Packet Length Std;SYN Flag Count;Avg Bwd Segment Size;Flow Duration;Max Packet Length;Destination Port,fused_tad_score
15412,1,DDoS,0.4762577414512634,20,0.43024003505706787,0.04601770639419556,0.5034290552139282,-0.027171313762664795,0.07318902015686035,ACK Flag Count;PSH Flag Count;Bwd IAT Total;Idle Min;Bwd Packet Length Std;SYN Flag Count;Avg Bwd Segment Size;Flow Duration;Max Packet Length;Destination Port;URG Flag Count;Bwd Packet Length Mean;Init_Win_bytes_forward;Flow IAT Mean;Flow IAT Max;Average Packet Size;Fwd IAT Total;Bwd IAT Max;FIN Flag Count;Packet Length Variance,fused_tad_score
16192,1,DDoS,0.7786080241203308,5,0.22820578515529633,0.5504022389650345,0.659065705537796,0.11954231858253483,0.43085992038249965,Bwd Packet Length Std;Bwd Packet Length Mean;Packet Length Variance;Avg Bwd Segment Size;Max Packet Length,fused_tad_score
16192,1,DDoS,0.7786080241203308,10,0.17628122866153717,0.6023267954587936,0.6974669694900513,0.08114105463027954,0.5211857408285141,Bwd Packet Length Std;Bwd Packet Length Mean;Packet Length Variance;Avg Bwd Segment Size;Max Packet Length;Fwd IAT Max;ACK Flag Count;Fwd IAT Std;PSH Flag Count;Packet Length Std,fused_tad_score
16192,1,DDoS,0.7786080241203308,20,0.4951915144920349,0.2834165096282959,0.693541145324707,0.0850668787956238,0.1983496308326721,Bwd Packet Length Std;Bwd Packet Length Mean;Packet Length Variance;Avg Bwd Segment Size;Max Packet Length;Fwd IAT Max;ACK Flag Count;Fwd IAT Std;PSH Flag Count;Packet Length Std;Flow IAT Max;Average Packet Size;URG Flag Count;Flow Duration;Idle Max;Packet Length Mean;Fwd IAT Total;Idle Min;Idle Std;Destination Port,fused_tad_score
16907,1,DDoS,0.5092440247535706,5,0.5401729941368103,-0.030928969383239746,0.5135242938995361,-0.004280269145965576,-0.02664870023727417,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance,fused_tad_score
16907,1,DDoS,0.5092440247535706,10,0.40782612562179565,0.1014178991317749,0.5229808509349823,-0.013736826181411699,0.1151547253131866,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Avg Bwd Segment Size;Average Packet Size;Packet Length Std;URG Flag Count,fused_tad_score
16907,1,DDoS,0.5092440247535706,20,0.4079965054988861,0.10124751925468445,0.5121922612190246,-0.002948236465454057,0.1041957557201385,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Avg Bwd Segment Size;Average Packet Size;Packet Length Std;URG Flag Count;Packet Length Mean;Fwd IAT Total;SYN Flag Count;Flow Duration;Bwd IAT Total;Destination Port;Idle Min;Bwd Packet Length Max;Fwd IAT Max;Bwd IAT Max,fused_tad_score
17099,1,DDoS,0.4818422794342041,5,0.4668760895729065,0.014966189861297607,0.48039668798446655,0.0014455914497375488,0.013520598411560059,ACK Flag Count;PSH Flag Count;Bwd Packet Length Std;Bwd IAT Total;Flow Duration,fused_tad_score
17099,1,DDoS,0.4818422794342041,10,0.4410979151725769,0.0407443642616272,0.45980322957038877,0.02203904986381533,0.018705314397811867,ACK Flag Count;PSH Flag Count;Bwd Packet Length Std;Bwd IAT Total;Flow Duration;Bwd Packet Length Mean;Max Packet Length;Avg Bwd Segment Size;SYN Flag Count;Idle Min,fused_tad_score
17099,1,DDoS,0.4818422794342041,20,0.4187515676021576,0.06309071183204651,0.4348107099533081,0.047031569480895985,0.016059142351150524,ACK Flag Count;PSH Flag Count;Bwd Packet Length Std;Bwd IAT Total;Flow Duration;Bwd Packet Length Mean;Max Packet Length;Avg Bwd Segment Size;SYN Flag Count;Idle Min;Fwd IAT Total;URG Flag Count;Packet Length Std;Packet Length Variance;Average Packet Size;Init_Win_bytes_forward;Packet Length Mean;Destination Port;Fwd IAT Mean;Bwd Packet Length Max,fused_tad_score
17530,1,DDoS,0.47967714071273804,5,0.51899254322052,-0.03931540250778198,0.4897465229034424,-0.010069382190704357,-0.029246020317077626,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Packet Length Variance,fused_tad_score
17530,1,DDoS,0.47967714071273804,10,0.41046464443206787,0.06921249628067017,0.4921327829360962,-0.012455642223358154,0.08166813850402832,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Average Packet Size;Avg Bwd Segment Size;URG Flag Count;Packet Length Std,fused_tad_score
17530,1,DDoS,0.47967714071273804,20,0.41210049390792847,0.06757664680480957,0.5433455049991608,-0.06366836428642275,0.13124501109123232,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Average Packet Size;Avg Bwd Segment Size;URG Flag Count;Packet Length Std;SYN Flag Count;Packet Length Mean;Idle Min;Bwd IAT Total;Destination Port;Flow Duration;Fwd IAT Total;Bwd Packet Length Max;Fwd IAT Max;Bwd IAT Max,fused_tad_score
17750,1,DDoS,0.6835835576057434,5,0.5690799951553345,0.11450356245040894,0.6004179894924164,0.08316556811332698,0.031337994337081954,Bwd Packet Length Std;Bwd Packet Length Mean;Fwd IAT Max;Avg Bwd Segment Size;Idle Mean,fused_tad_score
17750,1,DDoS,0.6835835576057434,10,0.7007294297218323,-0.017145872116088867,0.6827022016048432,0.0008813560009002241,-0.01802722811698909,Bwd Packet Length Std;Bwd Packet Length Mean;Fwd IAT Max;Avg Bwd Segment Size;Idle Mean;PSH Flag Count;Fwd IAT Std;Flow IAT Max;Idle Max;Packet Length Variance,fused_tad_score
17750,1,DDoS,0.6835835576057434,20,0.4277403950691223,0.2558431625366211,0.6494136393070221,0.03416991829872129,0.2216732442378998,Bwd Packet Length Std;Bwd Packet Length Mean;Fwd IAT Max;Avg Bwd Segment Size;Idle Mean;PSH Flag Count;Fwd IAT Std;Flow IAT Max;Idle Max;Packet Length Variance;Fwd IAT Total;Packet Length Std;ACK Flag Count;Flow Duration;Average Packet Size;Max Packet Length;Idle Min;URG Flag Count;Flow IAT Std;Packet Length Mean,fused_tad_score
17968,1,DDoS,0.8608052730560303,5,0.3046468496322632,0.5561584234237671,0.7626430749893188,0.09816219806671145,0.45799622535705564,Bwd Packet Length Std;Bwd Packet Length Mean;Idle Std;Avg Bwd Segment Size;Packet Length Variance,fused_tad_score
17968,1,DDoS,0.8608052730560303,10,0.21769221127033234,0.6431130617856979,0.8673597931861877,-0.0065545201301574485,0.6496675819158554,Bwd Packet Length Std;Bwd Packet Length Mean;Idle Std;Avg Bwd Segment Size;Packet Length Variance;Max Packet Length;Fwd IAT Max;PSH Flag Count;Packet Length Std;Fwd IAT Std,fused_tad_score
17968,1,DDoS,0.8608052730560303,20,0.4118741750717163,0.44893109798431396,0.6851407289505005,0.17566454410552979,0.2732665538787842,Bwd Packet Length Std;Bwd Packet Length Mean;Idle Std;Avg Bwd Segment Size;Packet Length Variance;Max Packet Length;Fwd IAT Max;PSH Flag Count;Packet Length Std;Fwd IAT Std;Flow IAT Max;ACK Flag Count;Average Packet Size;Flow Duration;URG Flag Count;Packet Length Mean;Fwd IAT Total;Idle Max;Idle Mean;Bwd Packet Length Max,fused_tad_score
18580,1,DDoS,0.7941727042198181,5,0.6533107757568359,0.14086192846298218,0.6573637127876282,0.13680899143218994,0.004052937030792236,Bwd Packet Length Std;Bwd Packet Length Mean;Idle Std;Fwd IAT Max;Packet Length Variance,fused_tad_score
18580,1,DDoS,0.7941727042198181,10,0.3850717842578888,0.4091009199619293,0.8640180110931397,-0.06984530687332158,0.4789462268352509,Bwd Packet Length Std;Bwd Packet Length Mean;Idle Std;Fwd IAT Max;Packet Length Variance;Avg Bwd Segment Size;Max Packet Length;Fwd IAT Std;PSH Flag Count;ACK Flag Count,fused_tad_score
18580,1,DDoS,0.7941727042198181,20,0.43864142894744873,0.3555312752723694,0.5796262353658677,0.21454646885395046,0.14098480641841893,Bwd Packet Length Std;Bwd Packet Length Mean;Idle Std;Fwd IAT Max;Packet Length Variance;Avg Bwd Segment Size;Max Packet Length;Fwd IAT Std;PSH Flag Count;ACK Flag Count;Flow IAT Max;Average Packet Size;Flow Duration;Idle Max;Packet Length Std;URG Flag Count;Idle Mean;Fwd IAT Total;Bwd Packet Length Max;Flow IAT Std,fused_tad_score
19782,1,DDoS,0.45609670877456665,5,0.48771101236343384,-0.03161430358886719,0.46767136454582214,-0.011574655771255493,-0.020039647817611694,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Max Packet Length,fused_tad_score
19782,1,DDoS,0.45609670877456665,10,0.4760890603065491,-0.019992351531982422,0.4757870495319366,-0.019690340757369973,-0.00030201077461244896,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Max Packet Length;Packet Length Variance;Average Packet Size;URG Flag Count;Idle Min;SYN Flag Count,fused_tad_score
19782,1,DDoS,0.45609670877456665,20,0.41870200634002686,0.037394702434539795,0.5169940531253815,-0.06089734435081484,0.09829204678535464,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Max Packet Length;Packet Length Variance;Average Packet Size;URG Flag Count;Idle Min;SYN Flag Count;Bwd IAT Total;Destination Port;Bwd Packet Length Max;Avg Bwd Segment Size;Packet Length Std;Packet Length Mean;Fwd IAT Total;Flow Duration;Fwd IAT Max;Idle Mean,fused_tad_score
21863,1,DDoS,0.6505248546600342,5,0.7098978757858276,-0.05937302112579346,0.4664914429187775,0.1840334117412567,-0.24340643286705016,Bwd Packet Length Std;Fwd IAT Max;Bwd Packet Length Mean;Fwd IAT Std;Flow IAT Max,fused_tad_score
21863,1,DDoS,0.6505248546600342,10,0.7319443821907043,-0.08141952753067017,0.4429743647575378,0.20755048990249636,-0.2889700174331665,Bwd Packet Length Std;Fwd IAT Max;Bwd Packet Length Mean;Fwd IAT Std;Flow IAT Max;Avg Bwd Segment Size;PSH Flag Count;Idle Max;Idle Mean;Fwd IAT Total,fused_tad_score
21863,1,DDoS,0.6505248546600342,20,0.4493323266506195,0.20119252800941467,0.5467832654714584,0.10374158918857579,0.09745093882083888,Bwd Packet Length Std;Fwd IAT Max;Bwd Packet Length Mean;Fwd IAT Std;Flow IAT Max;Avg Bwd Segment Size;PSH Flag Count;Idle Max;Idle Mean;Fwd IAT Total;Packet Length Variance;Packet Length Std;Flow IAT Std;Flow Duration;Max Packet Length;Idle Std;ACK Flag Count;Average Packet Size;URG Flag Count;Bwd Packet Length Max,fused_tad_score
22033,1,DDoS,0.5703591108322144,5,0.5474451780319214,0.02291393280029297,0.5549012422561646,0.015457868576049805,0.007456064224243164,Bwd Packet Length Std;Bwd Packet Length Mean;Avg Bwd Segment Size;PSH Flag Count;Packet Length Variance,fused_tad_score
22033,1,DDoS,0.5703591108322144,10,0.40119099617004395,0.1691681146621704,0.5829284071922303,-0.012569296360015914,0.18173741102218632,Bwd Packet Length Std;Bwd Packet Length Mean;Avg Bwd Segment Size;PSH Flag Count;Packet Length Variance;ACK Flag Count;Max Packet Length;Packet Length Std;Average Packet Size;URG Flag Count,fused_tad_score
22033,1,DDoS,0.5703591108322144,20,0.40842700004577637,0.161932110786438,0.5685597419738769,0.0017993688583374245,0.16013274192810056,Bwd Packet Length Std;Bwd Packet Length Mean;Avg Bwd Segment Size;PSH Flag Count;Packet Length Variance;ACK Flag Count;Max Packet Length;Packet Length Std;Average Packet Size;URG Flag Count;Packet Length Mean;Flow Duration;Fwd IAT Total;SYN Flag Count;Bwd IAT Total;Destination Port;Bwd Packet Length Max;Idle Min;Fwd IAT Mean;Bwd IAT Max,fused_tad_score
22085,1,DDoS,0.45525309443473816,5,0.48074090480804443,-0.025487810373306274,0.467733359336853,-0.012480264902114846,-0.013007545471191428,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Max Packet Length,fused_tad_score
22085,1,DDoS,0.45525309443473816,10,0.4551413655281067,0.00011172890663146973,0.477526581287384,-0.022273486852645852,0.02238521575927732,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Max Packet Length;Average Packet Size;Packet Length Variance;URG Flag Count;Avg Bwd Segment Size;Idle Min,fused_tad_score
22085,1,DDoS,0.45525309443473816,20,0.41670888662338257,0.03854420781135559,0.4837329626083374,-0.028479868173599265,0.06702407598495486,PSH Flag Count;ACK Flag Count;Bwd Packet Length Std;Bwd Packet Length Mean;Max Packet Length;Average Packet Size;Packet Length Variance;URG Flag Count;Avg Bwd Segment Size;Idle Min;SYN Flag Count;Packet Length Std;Packet Length Mean;Bwd IAT Total;Flow Duration;Bwd Packet Length Max;Destination Port;Fwd IAT Total;Fwd IAT Max;Fwd IAT Mean,fused_tad_score
22148,1,DDoS,0.4643285274505615,5,0.514298141002655,-0.049969613552093506,0.4643493413925171,-2.081394195557751e-05,-0.04994879961013793,PSH Flag Count;Bwd Packet Length Std;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance,fused_tad_score
22148,1,DDoS,0.4643285274505615,10,0.41219455003738403,0.05213397741317749,0.475004118680954,-0.010675591230392467,0.06280956864356996,PSH Flag Count;Bwd Packet Length Std;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Avg Bwd Segment Size;Average Packet Size;Packet Length Std;Flow Duration,fused_tad_score
22148,1,DDoS,0.4643285274505615,20,0.40721452236175537,0.05711400508880615,0.5121612548828125,-0.04783272743225098,0.10494673252105713,PSH Flag Count;Bwd Packet Length Std;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Avg Bwd Segment Size;Average Packet Size;Packet Length Std;Flow Duration;URG Flag Count;Fwd IAT Total;SYN Flag Count;Bwd IAT Total;Packet Length Mean;Destination Port;Idle Min;Bwd Packet Length Max;Fwd IAT Mean;Bwd IAT Max,fused_tad_score
23186,1,DDoS,0.5260782241821289,5,0.6287243366241455,-0.1026461124420166,0.30640323758125304,0.21967498660087587,-0.32232109904289247,Bwd Packet Length Std;Fwd IAT Max;Idle Max;Bwd Packet Length Mean;Fwd IAT Std,fused_tad_score
23186,1,DDoS,0.5260782241821289,10,0.7367798089981079,-0.210701584815979,0.2812902629375458,0.24478796124458313,-0.45548954606056213,Bwd Packet Length Std;Fwd IAT Max;Idle Max;Bwd Packet Length Mean;Fwd IAT Std;Idle Mean;PSH Flag Count;Flow IAT Max;Packet Length Variance;Avg Bwd Segment Size,fused_tad_score
23186,1,DDoS,0.5260782241821289,20,0.4533134698867798,0.07276475429534912,0.36556962728500364,0.16050859689712527,-0.08774384260177615,Bwd Packet Length Std;Fwd IAT Max;Idle Max;Bwd Packet Length Mean;Fwd IAT Std;Idle Mean;PSH Flag Count;Flow IAT Max;Packet Length Variance;Avg Bwd Segment Size;ACK Flag Count;Fwd IAT Total;Flow IAT Std;Max Packet Length;URG Flag Count;Flow Duration;Idle Min;Packet Length Std;Average Packet Size;Packet Length Mean,fused_tad_score
23909,1,DDoS,0.49841660261154175,5,0.5349379181861877,-0.036521315574645996,0.528194373846054,-0.029777771234512307,-0.006743544340133689,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance,fused_tad_score
23909,1,DDoS,0.49841660261154175,10,0.4164472222328186,0.08196938037872314,0.5211187958717346,-0.02270219326019285,0.104671573638916,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Average Packet Size;Avg Bwd Segment Size;URG Flag Count;Packet Length Std,fused_tad_score
23909,1,DDoS,0.49841660261154175,20,0.4158092141151428,0.08260738849639893,0.5155731797218323,-0.017156577110290505,0.09976396560668943,Bwd Packet Length Std;PSH Flag Count;ACK Flag Count;Bwd Packet Length Mean;Packet Length Variance;Max Packet Length;Average Packet Size;Avg Bwd Segment Size;URG Flag Count;Packet Length Std;Idle Min;SYN Flag Count;Packet Length Mean;Bwd IAT Total;Destination Port;Bwd Packet Length Max;Fwd IAT Total;Flow Duration;Fwd IAT Max;Flow IAT Mean,fused_tad_score
24184,1,DDoS,0.43450748920440674,5,0.5060901641845703,-0.07158267498016357,0.3023187339305878,0.13218875527381896,-0.20377143025398253,SYN Flag Count;ACK Flag Count;PSH Flag Count;Fwd PSH Flags;Destination Port,fused_tad_score
24184,1,DDoS,0.43450748920440674,10,0.5190874338150024,-0.0845799446105957,0.3296071797609329,0.10490030944347384,-0.18948025405406954,SYN Flag Count;ACK Flag Count;PSH Flag Count;Fwd PSH Flags;Destination Port;Flow Duration;Bwd Packet Length Std;URG Flag Count;Bwd IAT Total;Bwd Packet Length Mean,fused_tad_score
24184,1,DDoS,0.43450748920440674,20,0.4327473044395447,0.0017601847648620605,0.440037339925766,-0.005529850721359253,0.0072900354862213135,SYN Flag Count;ACK Flag Count;PSH Flag Count;Fwd PSH Flags;Destination Port;Flow Duration;Bwd Packet Length Std;URG Flag Count;Bwd IAT Total;Bwd Packet Length Mean;FIN Flag Count;Fwd IAT Total;Max Packet Length;Avg Bwd Segment Size;Packet Length Variance;Average Packet Size;Idle Min;Packet Length Std;Packet Length Mean;Fwd IAT Mean,fused_tad_score
31531,1,PortScan,0.5358978509902954,5,0.42194855213165283,0.11394929885864258,0.5280835151672363,0.007814335823059126,0.10613496303558345,PSH Flag Count;Flow Duration;Destination Port;Bwd IAT Total;Init_Win_bytes_forward,fused_tad_score
31531,1,PortScan,0.5358978509902954,10,0.437961220741272,0.09793663024902344,0.4995401859283447,0.036357665061950706,0.06157896518707273,PSH Flag Count;Flow Duration;Destination Port;Bwd IAT Total;Init_Win_bytes_forward;Idle Min;Flow IAT Max;Packet Length Std;ACK Flag Count;Avg Bwd Segment Size,fused_tad_score
31531,1,PortScan,0.5358978509902954,20,0.42005932331085205,0.11583852767944336,0.47535685896873475,0.06054099202156066,0.0552975356578827,PSH Flag Count;Flow Duration;Destination Port;Bwd IAT Total;Init_Win_bytes_forward;Idle Min;Flow IAT Max;Packet Length Std;ACK Flag Count;Avg Bwd Segment Size;SYN Flag Count;Bwd IAT Max;Fwd IAT Mean;URG Flag Count;Idle Mean;Idle Max;Fwd IAT Min;Bwd Packet Length Max;Fwd IAT Total;Avg Fwd Segment Size,fused_tad_score
31579,1,PortScan,0.5292909145355225,5,0.4220774173736572,0.10721349716186523,0.5290874242782593,0.0002034902572631836,0.10701000690460205,PSH Flag Count;Flow Duration;Destination Port;Bwd IAT Total;Init_Win_bytes_forward,fused_tad_score
31579,1,PortScan,0.5292909145355225,10,0.4379478394985199,0.09134307503700256,0.5307173252105712,-0.0014264106750487837,0.09276948571205135,PSH Flag Count;Flow Duration;Destination Port;Bwd IAT Total;Init_Win_bytes_forward;Idle Min;Flow IAT Max;Packet Length Std;Avg Bwd Segment Size;ACK Flag Count,fused_tad_score
31579,1,PortScan,0.5292909145355225,20,0.41531485319137573,0.11397606134414673,0.5141881585121155,0.015102756023406938,0.09887330532073979,PSH Flag Count;Flow Duration;Destination Port;Bwd IAT Total;Init_Win_bytes_forward;Idle Min;Flow IAT Max;Packet Length Std;Avg Bwd Segment Size;ACK Flag Count;SYN Flag Count;Bwd IAT Max;Idle Mean;Fwd IAT Mean;URG Flag Count;Idle Max;Fwd IAT Max;Avg Fwd Segment Size;Fwd IAT Total;Bwd Packet Length Max,fused_tad_score
31650,1,PortScan,0.5265535116195679,5,0.4203699827194214,0.10618352890014648,0.5289934873580933,-0.0024399757385253906,0.10862350463867188,PSH Flag Count;Flow Duration;Destination Port;Bwd IAT Total;Init_Win_bytes_forward,fused_tad_score
31650,1,PortScan,0.5265535116195679,10,0.4369952082633972,0.08955830335617065,0.48582669496536257,0.0407268166542053,0.048831486701965354,PSH Flag Count;Flow Duration;Destination Port;Bwd IAT Total;Init_Win_bytes_forward;Idle Min;Flow IAT Max;Packet Length Std;ACK Flag Count;Avg Bwd Segment Size,fused_tad_score
