,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd Packet Length Max,-0.03966934883206074,-0.24446932832665094,-0.30551817834519873,0.5309341143851423,0.1992993786657885,0.8145914045292343,0.8446697134406043,-0.8484778255973866,0.7540282940305935,0.7559391984261022,1.0,-0.009363353916286702,0.9504473809784307,0.9845923079391451,0.6921182674291136,0.2695150401716782,-0.2640562379899587,-0.2584787136911152,-0.24905035161552416,0.0583141016534932,-0.33171911283894173,-0.34054646234554675,-0.3365054436796921,-0.335619075993917,0.1710363133285344,0.7231503588658647,0.7617547748808995,0.7444116937428524,0.7247293217320506,0.7551739743799932,-0.015240339346342802,,,,-0.0035339556375276753,0.6348396152341803,0.22616946953157058,0.6849020278337709,-0.8484792282673355,0.9993949153216272,0.8553728113727176,0.975272007717134,0.9752977509169474,-0.01813803109791998,-0.015240339346342802,,0.5836152928096425,-0.5809460200618018,-0.03060300440830111,,,0.47029540792387975,0.841104266696227,0.7540282940305935,0.9504473809784307,-0.0035339556375276753,,,,,,,-0.30551817834519873,0.1992993786657885,0.5309341143851423,0.8145914045292343,0.5798994203611723,0.8459450467876667,-0.3066533394918311,0.004145031119082747,-0.1905080337454331,-0.00638655757407403,-0.19051662167101097,-0.1904892513640685,-0.13283513182613624,0.205577609766445,-0.13263429237634264,-0.20565414012473146
Bwd Packet Length Min,0.15743734400188777,-0.09162318900423123,-0.06896208695576178,-0.02546423757976344,-0.04643856065104837,-0.011974725623793087,-0.003993213220003731,0.04875694606565,-0.02728336107301805,-0.038070111174267784,-0.009363353916286702,1.0,0.0014542155121188565,-0.0394373924408787,0.06859297313954432,0.08770392195816225,-0.0846071331881083,-0.09516889641680631,-0.09166126122915585,0.011824222468953888,-0.0916640345409273,-0.09458034816797545,-0.09505137323600078,-0.09247016919503405,-0.0591008210975934,-0.0374572024662087,-0.03387741155761628,-0.04200520712184698,-0.03724334087254454,-0.026183592883768016,0.1769387698396263,,,,0.0008390066329899615,-0.04461618070842359,0.09071952354322385,0.08799467255693551,0.048343949340663446,-0.026608667077916332,-0.0221206195961184,-0.024700512170496874,-0.024704245231972663,0.010906458258336965,0.1769387698396263,,-0.021622588487246495,0.04485378635830515,0.4208877175486745,,,0.013669098866165156,-0.0067170897890656035,-0.02728336107301805,0.0014542155121188565,0.0008390066329899615,,,,,,,-0.06896208695576178,-0.04643856065104837,-0.02546423757976344,-0.011974725623793087,-0.004373793227117606,0.030021161052190347,-0.09330200853027107,0.00024177904260912902,-0.05048927729746773,0.012350228623436548,-0.0504786693744165,-0.050511246428755215,-0.051230630313781916,-0.02127908177766278,-0.05129638515151015,-0.051265439129083525
Bwd Packet Length Mean,-0.039981335195120545,-0.24128004850927312,-0.3040380407009714,0.4809781906554368,0.20011654619989458,0.8082252173245753,0.8449349220477297,-0.8487689502453524,0.7526713745661342,0.755106339930821,0.9504473809784307,0.0014542155121188565,1.0,0.9741228134325941,0.6894970667990156,0.26409736199035727,-0.2565158264057069,-0.25324889754147056,-0.24608137638251257,0.06651646470100478,-0.32995854999278146,-0.3390507218708106,-0.3345161065245775,-0.33385264297071615,0.17350066266155947,0.7284077378379819,0.7760070633293068,0.753787711880681,0.7297626135554581,0.7729095835610357,-0.015241825575209117,,,,-0.004588688493694519,0.5966388790419634,0.22303698398635963,0.6753919216778036,-0.8487703470685767,0.9498348107236443,0.8836797186624357,0.9651728258371676,0.9652450693662669,-0.01814407837942539,-0.015241825575209117,,0.583258594641618,-0.5791381057446371,-0.030604393537604992,,,0.45206328201428914,0.868923115872675,0.7526713745661342,1.0,-0.004588688493694519,,,,,,,-0.3040380407009714,0.20011654619989458,0.4809781906554368,0.8082252173245753,0.5802085558042337,0.8462409712103202,-0.30599480755513386,0.004146472798017645,-0.18984200763644737,-0.007163847679798786,-0.18985163554038872,-0.1898226749604416,-0.13249724213115305,0.20533454038766621,-0.1322872490137832,-0.20535568324985307
Bwd Packet Length Std,-0.046465494787089036,-0.2388389953103843,-0.3013707161165261,0.5089140923938614,0.2009894616633633,0.8187195050117935,0.8434890452341167,-0.8492138267815817,0.752693571168017,0.7556553172488328,0.9845923079391451,-0.0394373924408787,0.9741228134325941,1.0,0.6867631298268547,0.2631520739843948,-0.2568678469517191,-0.25174607227453605,-0.2433947046760047,0.055758355477119874,-0.33101536416512223,-0.33983164939773525,-0.33498505915946425,-0.3347726983349495,0.17287800525590238,0.7263885854072623,0.7681278749708462,0.7493387318229877,0.7280332587766717,0.7583052581004044,-0.02259259444868705,,,,-0.005065616524747228,0.6240393778775762,0.2206025457301738,0.6759718298032097,-0.8491977934435617,0.9847138370271795,0.8691530072055035,0.9821119696009242,0.9821146824129751,-0.018571252721953556,-0.02259259444868705,,0.5837944142799629,-0.5804908678878177,-0.04821821166185764,,,0.45899392755000634,0.8540156680893948,0.752693571168017,0.9741228134325941,-0.005065616524747228,,,,,,,-0.3013707161165261,0.2009894616633633,0.5089140923938614,0.8187195050117935,0.5800969129476936,0.8433909770764745,-0.3023834460520669,0.004128391257909826,-0.18830637971135722,-0.007724371893147015,-0.1883161546039625,-0.18828689204277865,-0.1306435699301335,0.20574106739303105,-0.13044451968537743,-0.2033062158595378
Flow Bytes/s,0.018095391880797077,-0.7622882774431653,-0.6825669397833102,0.6960667576317602,-0.09440962283885229,0.6918551735765262,0.8091826956267187,-0.8046153427268166,0.9080139010148598,0.9077146378280068,0.6921182674291136,0.06859297313954432,0.6894970667990156,0.6867631298268547,1.0,0.7849264067389496,-0.7887546065469229,-0.7791048303820806,-0.7663371809900451,0.20608092995679658,-0.6677237733310007,-0.6747584077343828,-0.6743000485821048,-0.6699306045439938,0.3490801893020567,0.5454298843284243,0.548198956561422,0.5461650926726778,0.5458559546523268,0.707667807160151,0.015402443593577161,,,,0.002706140207230692,0.7262989367040479,0.7516435676776494,0.9703843764901571,-0.8047196861833156,0.690409048501131,0.8631862522394751,0.750334139051547,0.7502543334790021,0.004052508722060882,0.015402443593577161,,0.8622621580195662,-0.8608776355174478,0.0012794533633650712,,,0.8262874450882981,0.849751126166631,0.9080139010148598,0.6894970667990156,0.002706140207230692,,,,,,,-0.6825669397833102,-0.09440962283885229,0.6960667576317602,0.6918551735765262,0.8588062857429098,0.811427079776999,-0.6836803074286835,0.004595524575523704,-0.5804145508957808,-0.0066777681137108295,-0.5804161523914841,-0.5804056148631938,-0.5563992177438032,-0.08702671745747172,-0.5585270861817624,-0.5959479599272753
Flow Packets/s,0.06144626549387415,-0.9901148718462053,-0.8506609879950792,0.2952275495290379,-0.44667967905984085,0.2697737554088128,0.3284514753751333,-0.32795751596673145,0.6448251644546222,0.6457611009434419,0.2695150401716782,0.08770392195816225,0.26409736199035727,0.2631520739843948,0.7849264067389496,1.0,-0.9966923480499638,-0.9948055762285549,-0.9917258238265758,0.32189398129655505,-0.853228076997738,-0.8570752044382464,-0.8572404569443767,-0.8542213023408864,0.4158568176845304,0.13019198469307916,0.12974650044503555,0.1291988472158974,0.13078476022987828,0.2894662894411848,0.022920090022349005,,,,0.005691904618044698,0.30018357195256506,0.9886314270888736,0.7359696407568714,-0.3280557093701862,0.26658541377963907,0.5996865037112529,0.38826257833395106,0.3881255681621369,0.024861410584672554,0.022920090022349005,,0.8094387143782612,-0.8087159760128154,0.0566920444272474,,,0.7863982484094857,0.5852132135791074,0.6448251644546222,0.26409736199035727,0.005691904618044698,,,,,,,-0.8506609879950792,-0.44667967905984085,0.2952275495290379,0.2697737554088128,0.8080168659291967,0.3364354378162427,-0.8512478639755932,0.0007745609945489163,-0.822361075704515,-0.01155346410184002,-0.822357502618971,-0.8223784829457343,-0.8756149089933293,-0.46575030787895644,-0.8756212934796562,-0.8508071004924223
Flow IAT Mean,-0.06097629004778901,0.9901051856785169,0.8450571556374534,-0.30906649296015215,0.4332305354553325,-0.2733211143741627,-0.3322415097615604,0.3315565485970951,-0.6461797400164976,-0.6470705490658946,-0.2640562379899587,-0.0846071331881083,-0.2565158264057069,-0.2568678469517191,-0.7887546065469229,-0.9966923480499638,1.0,0.9960509322725338,0.9916204859527477,-0.31702428790238396,0.8555280221670984,0.8606030612166591,0.8597668785597282,0.8563603441929625,-0.41282623032552934,-0.1347962023873669,-0.13222733406986853,-0.13276908649563648,-0.13537429818168298,-0.288328342425366,-0.022336580484064356,,,,-0.0063986101509699396,-0.3110726113503163,-0.9894987754282131,-0.7415403797328297,0.331653899289559,-0.26125330598359275,-0.5977067043901725,-0.3820538092738574,-0.38191011089531424,-0.023208132916407814,-0.022336580484064356,,-0.810071099611525,0.8093261709605438,-0.05156168450438194,,,-0.7873900053812383,-0.580617722576678,-0.6461797400164976,-0.2565158264057069,-0.0063986101509699396,,,,,,,0.8450571556374534,0.4332305354553325,-0.30906649296015215,-0.2733211143741627,-0.8087662414140805,-0.33983574840395886,0.8456030887075895,-0.0005047990830211823,0.8162338030408799,0.010355235309073431,0.8162294636276018,0.8162529101726312,0.8742371384532382,0.4662086429406031,0.8762821875740795,0.8482369773622311
Flow IAT Std,-0.06319127549145287,0.9943422931091562,0.8494081939222754,-0.28272659009714984,0.4579683855663178,-0.2556090741869088,-0.31495538018132857,0.3149164606911484,-0.6314768824448886,-0.632497229202718,-0.2584787136911152,-0.09516889641680631,-0.25324889754147056,-0.25174607227453605,-0.7791048303820806,-0.9948055762285549,0.9960509322725338,1.0,0.9963261565820253,-0.3276405346194004,0.8524839129049121,0.8543445802627802,0.858425865208162,0.8537143105047372,-0.41623260089879094,-0.1188034476418466,-0.11891526326999217,-0.11777769124761486,-0.11912668319836958,-0.28069457157725153,-0.024720725502099198,,,,-0.001379785549903267,-0.286912840460919,-0.9917510436339554,-0.7280455364911658,0.31501738938769297,-0.25522435299080765,-0.5893188854484293,-0.3767453789310938,-0.3766020798255439,-0.027764349934509092,-0.024720725502099198,,-0.7988426543509803,0.7981928917372331,-0.07173918634684473,,,-0.7744212499695532,-0.5778078187995043,-0.6314768824448886,-0.25324889754147056,-0.001379785549903267,,,,,,,0.8494081939222754,0.4579683855663178,-0.28272659009714984,-0.2556090741869088,-0.7970525412575271,-0.32354624113199726,0.8499884462870779,-0.0011565558424786865,0.8273442041107383,0.010841661894334312,0.827339575298417,0.8273591927426548,0.8801401721968346,0.45532771974301445,0.881608056163579,0.8546625655435112
Flow IAT Max,-0.060822432999102435,0.9990192736058228,0.8491705489028493,-0.24905281774664548,0.4853009861847965,-0.23384189952124454,-0.29117949847503394,0.2912984545352273,-0.6121486171997643,-0.613028980279781,-0.24905035161552416,-0.09166126122915585,-0.24608137638251257,-0.2433947046760047,-0.7663371809900451,-0.9917258238265758,0.9916204859527477,0.9963261565820253,1.0,-0.3328007502433981,0.8484180133339225,0.8459916174972769,0.8501977737335734,0.8490152366772534,-0.4169301799007089,-0.09415379262409208,-0.09729740772418388,-0.09464414513173496,-0.09443414110591089,-0.2667399577850695,-0.023973288959668083,,,,0.00470730413910112,-0.25644844051050536,-0.994409134008698,-0.70924563291305,0.2913980561736588,-0.2460323369948378,-0.5787315484490837,-0.36854012784547885,-0.36838837823310105,-0.026983602381955126,-0.023973288959668083,,-0.7858696881279331,0.7852184254831316,-0.06341732743061573,,,-0.7575742606302485,-0.5722309900140164,-0.6121486171997643,-0.24608137638251257,0.00470730413910112,,,,,,,0.8491705489028493,0.4853009861847965,-0.24905281774664548,-0.23384189952124454,-0.7840891816253226,-0.3002498040748212,0.8496907235673665,-0.004043336701265187,0.836182782502017,0.013857405432469808,0.8361800191056856,0.836181516708808,0.8844914288202353,0.4553591234570657,0.8860657901637689,0.8595387980295542
Flow IAT Min,0.03079900321213896,-0.33207733269194034,-0.3919255394623421,-0.004206387690912489,-0.34904243943422913,-0.0473003388881045,0.05074828125947119,-0.05457772201922112,0.21186917245948997,0.21404587971492303,0.0583141016534932,0.011824222468953888,0.06651646470100478,0.055758355477119874,0.20608092995679658,0.32189398129655505,-0.31702428790238396,-0.3276405346194004,-0.3328007502433981,1.0,-0.2705564937293644,-0.257282530051677,-0.27959051630298515,-0.27297737687959495,0.8728265762692676,0.03578828672527178,0.0460422149126092,0.03870401450337604,0.03391407879402123,0.19416457786000135,0.0044789083570010175,,,,-0.0064411283255702174,0.0029367271119005145,0.31347792513987227,0.20198851636329407,-0.054610958656113824,0.05680650691078053,0.21270833723943441,0.11043234307711307,0.11037834865757451,0.022753576172489878,0.0044789083570010175,,0.3030540291288093,-0.30351207669687474,0.05461679874977766,,,0.27322781046422645,0.2388406122409367,0.21186917245948997,0.06651646470100478,-0.0064411283255702174,,,,,,,-0.3919255394623421,-0.34904243943422913,-0.004206387690912489,-0.0473003388881045,0.3021386498454104,0.056175088726407786,-0.3913951384137939,0.006094764156371159,-0.3048296038111372,-0.004231076765164192,-0.30482706761591544,-0.3048021029724753,-0.3321748101514161,-0.23121955204135253,-0.332407664408652,-0.3075954866096915
Fwd IAT Total,-0.05180278217455732,0.8506189295271982,0.892355312132575,-0.306933721406626,0.4867900492004505,-0.42471327188742136,-0.3476054327340468,0.3490243989828773,-0.6717474598881908,-0.67287085110449,-0.33171911283894173,-0.0916640345409273,-0.32995854999278146,-0.33101536416512223,-0.6677237733310007,-0.853228076997738,0.8555280221670984,0.8524839129049121,0.8484180133339225,-0.2705564937293644,1.0,0.9956432048474918,0.9856155609278873,0.9980304906201178,-0.3933341289869236,-0.33067186512450164,-0.32930084232336354,-0.3327176238847119,-0.33351275861527174,-0.19166494389499553,-0.016070341987838962,,,,0.007090898485122876,-0.3275467898233843,-0.8319558661251112,-0.6374876236441432,0.3490933761042412,-0.3284298418251098,-0.6620944830636882,-0.468340134520578,-0.4681352643662232,-0.012262956808623987,-0.016070341987838962,,-0.8450054314689924,0.8441620158234137,-0.07047779184868111,,,-0.810890928272231,-0.6543030979530744,-0.6717474598881908,-0.32995854999278146,0.007090898485122876,,,,,,,0.892355312132575,0.4867900492004505,-0.306933721406626,-0.42471327188742136,-0.8426629123646416,-0.3583241271952508,0.8927199767926046,-0.006234108207447525,0.8344943977946024,0.02118057301329162,0.8344972305092246,0.8344785174786248,0.88291932255153,0.46966966527452236,0.8853523544589118,0.8571326138101922
Fwd IAT Mean,-0.05289602344562111,0.8467675316551175,0.8710687487177449,-0.3165328400184636,0.43642622558230304,-0.43428965265211295,-0.35914147929120077,0.3596695798652338,-0.673997152773208,-0.675111955929058,-0.34054646234554675,-0.09458034816797545,-0.3390507218708106,-0.33983164939773525,-0.6747584077343828,-0.8570752044382464,0.8606030612166591,0.8543445802627802,0.8459916174972769,-0.257282530051677,0.9956432048474918,1.0,0.9839103594760844,0.9949350779430617,-0.37917049409219883,-0.3405309468960189,-0.3391432090549305,-0.3426047171461535,-0.34335427287240855,-0.20077691916846996,-0.01567244577998803,,,,-0.00019955890445354422,-0.3376578412504447,-0.8355028967492915,-0.6426890979763429,0.3597444825942301,-0.3372363983412075,-0.6651137041178526,-0.47485123320842426,-0.4746609082312945,-0.010265256406770576,-0.01567244577998803,,-0.8441017716499094,0.8429382833364935,-0.07017936601704491,,,-0.8075262730339771,-0.6477018131803597,-0.673997152773208,-0.3390507218708106,-0.00019955890445354422,,,,,,,0.8710687487177449,0.43642622558230304,-0.3165328400184636,-0.43428965265211295,-0.8423674162733451,-0.3686643726958842,0.8717153288849704,-0.0004244655189390053,0.8223601614477841,0.01327834298333132,0.8223578545086652,0.8223784977678789,0.8780555991266199,0.46856003397871115,0.8802082451817642,0.8516247215463587
Fwd IAT Std,-0.06004994953233153,0.8502831242681798,0.8909908492060605,-0.313531465377051,0.47569394025701034,-0.42418605867578457,-0.3560641984511625,0.3571255670975404,-0.6836241064090381,-0.6849421416165015,-0.3365054436796921,-0.09505137323600078,-0.3345161065245775,-0.33498505915946425,-0.6743000485821048,-0.8572404569443767,0.8597668785597282,0.858425865208162,0.8501977737335734,-0.27959051630298515,0.9856155609278873,0.9839103594760844,1.0,0.9898222435553102,-0.42651040359689035,-0.3343352530367506,-0.3330896236415226,-0.33614027581128597,-0.33701391408935794,-0.20552842760497483,-0.02195767922163401,,,,0.0007752163188592327,-0.3335181423478017,-0.8339569066417977,-0.6430239518578508,0.357212760975937,-0.3331312275443472,-0.6663706264437512,-0.47176460694390987,-0.47157651496642217,-0.023433098336616748,-0.02195767922163401,,-0.8432254946204802,0.8423142274821148,-0.07175653201055002,,,-0.8152160742487062,-0.6539166581525486,-0.6836241064090381,-0.3345161065245775,0.0007752163188592327,,,,,,,0.8909908492060605,0.47569394025701034,-0.313531465377051,-0.42418605867578457,-0.8410900557229454,-0.36581993978566524,0.8915790933316735,-0.0010924029799086155,0.8311335082269756,0.011760770810708128,0.8311294635711599,0.8311485937865478,0.8822954152168558,0.4542715499432839,0.8837316143361199,0.8570576527633208
Fwd IAT Max,-0.05312518720709019,0.8498457815041371,0.8901171219923,-0.30963657353989016,0.4828447172484247,-0.4279034077655706,-0.3517385380164459,0.3528847467687216,-0.6738395552190479,-0.6750057217215502,-0.335619075993917,-0.09247016919503405,-0.33385264297071615,-0.3347726983349495,-0.6699306045439938,-0.8542213023408864,0.8563603441929625,0.8537143105047372,0.8490152366772534,-0.27297737687959495,0.9980304906201178,0.9949350779430617,0.9898222435553102,1.0,-0.40332852734057995,-0.333798161230095,-0.332551950403596,-0.3358960147167532,-0.3366237357230092,-0.19543888744773297,-0.016332654687314208,,,,0.0027485689526340314,-0.33056861722631464,-0.8322918531431682,-0.6394488628485988,0.35296040184637045,-0.3323187327672488,-0.6643085428648524,-0.4716509743565393,-0.47145236474054114,-0.012413162623458375,-0.016332654687314208,,-0.8452933573111806,0.8443718928383779,-0.07045958045852671,,,-0.8101749947240998,-0.6564614043445419,-0.6738395552190479,-0.33385264297071615,0.0027485689526340314,,,,,,,0.8901171219923,0.4828447172484247,-0.30963657353989016,-0.4279034077655706,-0.8431227242528799,-0.3621903934651667,0.8906123072353749,-0.00404334355123475,0.8361782412284678,0.013941104092543673,0.8361756667993441,0.8361769363576776,0.8844946315515672,0.4553626025015101,0.8860690040110629,0.8595415244861059
Fwd IAT Min,-0.024321245809396406,-0.4159286006319831,-0.5057017497860081,0.16751370890270587,-0.3589884974021292,0.13787351394273542,0.20779027189698646,-0.20870361809907545,0.39194128206727047,0.3939439718310173,0.1710363133285344,-0.0591008210975934,0.17350066266155947,0.17287800525590238,0.3490801893020567,0.4158568176845304,-0.41282623032552934,-0.41623260089879094,-0.4169301799007089,0.8728265762692676,-0.3933341289869236,-0.37917049409219883,-0.42651040359689035,-0.40332852734057995,1.0,0.18289441151457173,0.1849181160988236,0.18255185877121294,0.1819328557956957,0.22481324042014475,0.001574934754333081,,,,-0.0004124528724551945,0.17781065264458829,0.39160083505788573,0.34661608152067225,-0.20868701595336545,0.17269263073645758,0.3630641021574796,0.24046315547723912,0.2403943130262789,0.019278786594845408,0.001574934754333081,,0.4639135777218717,-0.4644805970406984,-0.0654502904005995,,,0.4409244337297799,0.3824898805888405,0.39194128206727047,0.17350066266155947,-0.0004124528724551945,,,,,,,-0.5057017497860081,-0.3589884974021292,0.16751370890270587,0.13787351394273542,0.45993873480493214,0.19933798628855107,-0.5049728549623794,0.0060687774348225695,-0.3912114555483792,0.0010874321726225054,-0.39120458430849137,-0.39118898441416694,-0.41197935727834006,-0.2394631189977777,-0.4121360206190477,-0.3943340423318081
Bwd IAT Total,-0.04020709939521302,-0.08631908616239371,-0.296674649670517,0.7414951155943125,0.20443462738377433,0.7987465935069735,0.8438430334247582,-0.8453767340322675,0.7533223369819022,0.7551688566394129,0.7231503588658647,-0.0374572024662087,0.7284077378379819,0.7263885854072623,0.5454298843284243,0.13019198469307916,-0.1347962023873669,-0.1188034476418466,-0.09415379262409208,0.03578828672527178,-0.33067186512450164,-0.3405309468960189,-0.3343352530367506,-0.333798161230095,0.18289441151457173,1.0,0.9940193772675855,0.9975922762398811,0.9996776502172529,0.670167756581135,-0.01859434103226042,,,,0.01645930732663402,0.7773045067445014,0.0605398922549466,0.5676102262127474,-0.845381341250824,0.7231486382209001,0.723181251180538,0.7279305896753132,0.7279141540078132,-0.01847230772401817,-0.01859434103226042,,0.5822413330800938,-0.5804079421942077,-0.047100839819065286,,,0.5535541951436493,0.7105631109676492,0.7533223369819022,0.7284077378379819,0.01645930732663402,,,,,,,-0.296674649670517,0.20443462738377433,0.7414951155943125,0.7987465935069735,0.5795535262888071,0.8384312270552606,-0.29738906922307473,0.0041150360106715946,-0.18520506524582794,0.021142340283264213,-0.18519692834061757,-0.185196071064569,-0.12939756211520737,0.2032205464385177,-0.12957993665949943,-0.20100414304790343
Bwd IAT Mean,-0.04098684672559237,-0.08957782235079519,-0.296554582699649,0.6930167867496085,0.20442691234941712,0.7957931260527416,0.8435456437892443,-0.8453562195003512,0.7525023027791872,0.7545500833274229,0.7617547748808995,-0.03387741155761628,0.7760070633293068,0.7681278749708462,0.548198956561422,0.12974650044503555,-0.13222733406986853,-0.11891526326999217,-0.09729740772418388,0.0460422149126092,-0.32930084232336354,-0.3391432090549305,-0.3330896236415226,-0.332551950403596,0.1849181160988236,0.9940193772675855,1.0,0.9976437910322631,0.9937613617813464,0.6908343806553119,-0.01859305917700158,,,,0.008378379133244641,0.7425867482402527,0.0639307695946743,0.5626264588460504,-0.8453623589538076,0.7617493928501449,0.7509103562920492,0.7684397614660868,0.7684441038181372,-0.018472306199834733,-0.01859305917700158,,0.582041815587066,-0.5797634307575422,-0.04687724924144799,,,0.5342831682919552,0.7378197736432504,0.7525023027791872,0.7760070633293068,0.008378379133244641,,,,,,,-0.296554582699649,0.20442691234941712,0.6930167867496085,0.7957931260527416,0.579483584135243,0.8383600981821996,-0.297533497387589,0.004115036010652564,-0.18513920897516364,0.020595596454352168,-0.1851313893225648,-0.18512978128573254,-0.1292686828204243,0.20360412007680462,-0.12941431250389843,-0.2008971884390067
Bwd IAT Std,-0.03749914291936884,-0.0872118208755458,-0.2964490876931958,0.7172298600448712,0.20345631164068118,0.8025149892438669,0.8426813409147446,-0.8454518260120109,0.7523760340545216,0.7551501554521926,0.7444116937428524,-0.04200520712184698,0.753787711880681,0.7493387318229877,0.5461650926726778,0.1291988472158974,-0.13276908649563648,-0.11777769124761486,-0.09464414513173496,0.03870401450337604,-0.3327176238847119,-0.3426047171461535,-0.33614027581128597,-0.3358960147167532,0.18255185877121294,0.9975922762398811,0.9976437910322631,1.0,0.9979528010605279,0.6752186920203899,-0.02100964401018875,,,,0.013965035648017238,0.7603498257616634,0.06148710321113652,0.5638011251750518,-0.8454535434112234,0.7444845372549441,0.7385245669864916,0.7504386570402831,0.7504319505865562,-0.018490400532513118,-0.02100964401018875,,0.5824505735997924,-0.5796699625437245,-0.04769890982586669,,,0.543743458396599,0.7256636890235162,0.7523760340545216,0.753787711880681,0.013965035648017238,,,,,,,-0.2964490876931958,0.20345631164068118,0.7172298600448712,0.8025149892438669,0.5800575269782792,0.8381575990721337,-0.29726568817782045,0.004110417808457264,-0.1851357170837574,0.020068909743929404,-0.18512756604983222,-0.18512674417215796,-0.12940968037544717,0.20298766583643982,-0.12957076615378724,-0.2008483600601487
Bwd IAT Max,-0.040765479382507956,-0.0869586815877651,-0.297265730896515,0.7414724699567178,0.20399490361248918,0.8032046745591678,0.8437578761676939,-0.8453783230020091,0.753430340123609,0.7552915500973366,0.7247293217320506,-0.03724334087254454,0.7297626135554581,0.7280332587766717,0.5458559546523268,0.13078476022987828,-0.13537429818168298,-0.11912668319836958,-0.09443414110591089,0.03391407879402123,-0.33351275861527174,-0.34335427287240855,-0.33701391408935794,-0.3366237357230092,0.1819328557956957,0.9996776502172529,0.9937613617813464,0.9979528010605279,1.0,0.666609591494517,-0.01859390879239416,,,,0.015064644198196067,0.7777251527806247,0.061117832977312096,0.5680036760440823,-0.8453829294528084,0.7247325982167803,0.7241923362267462,0.7298651951236876,0.7298485466792423,-0.018472306963234056,-0.01859390879239416,,0.5825819666665715,-0.5807014852365817,-0.04709813531653069,,,0.5537558883909572,0.7115576593225015,0.753430340123609,0.7297626135554581,0.015064644198196067,,,,,,,-0.297265730896515,0.20399490361248918,0.7414724699567178,0.8032046745591678,0.5798573834353729,0.8384560283371151,-0.2979874273394919,0.004115036010953371,-0.1855663025463087,0.02113225189550188,-0.18555816162945138,-0.18555731715258,-0.12979520305487438,0.20283890430702184,-0.12997944822703908,-0.20132221752983495
Bwd IAT Min,-0.04961155389293183,-0.25917124405625014,-0.2896431736171307,0.6254978646938013,0.20794886492333273,0.5651036745102819,0.8438341944609316,-0.8446789799107416,0.7501358931486144,0.7511288839441578,0.7551739743799932,-0.026183592883768016,0.7729095835610357,0.7583052581004044,0.707667807160151,0.2894662894411848,-0.288328342425366,-0.28069457157725153,-0.2667399577850695,0.19416457786000135,-0.19166494389499553,-0.20077691916846996,-0.20552842760497483,-0.19543888744773297,0.22481324042014475,0.670167756581135,0.6908343806553119,0.6752186920203899,0.666609591494517,1.0,-0.018489199685427143,,,,-0.0011383555839302958,0.6731255624785502,0.24278727664662958,0.7141844327264154,-0.8446700354868434,0.7551453414273,0.746373150371191,0.7397096667091099,0.7397781750163189,-0.018395725642394074,-0.018489199685427143,,0.5728725402518243,-0.5711104724369302,-0.04646271979290106,,,0.5097573777377495,0.7332742753345053,0.7501358931486144,0.7729095835610357,-0.0011383555839302958,,,,,,,-0.2896431736171307,0.20794886492333273,0.6254978646938013,0.5651036745102819,0.5699296410304057,0.8378463562265273,-0.2908748650773511,0.0041169287075440205,-0.17688656964164215,0.005304499897933388,-0.17688734747818124,-0.1768698299241274,-0.12000337761675872,0.21401558336023194,-0.11970521012607187,-0.194597883002092
